Serial Number,Title,Organisation,Closing Date,Link
12,"[Civil Structural and Architectural works of Transformer Yard, Power House Building etc and BOP1 at  2x660 MW MAHAGENCO KORADI PROJECT]",Bharat Heavy Electricals Limited||Central Procurement Cell,11-Sep-2025 10:00 AM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SotGEIMns6mnmTv1LW90dyw%3D%3D
13,[E/ E211/2025/1450/Y1],Bharat Heavy Electricals Limited||HEEP-Haridwar||Electrical Machines,10-Sep-2025 01:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SACRBEF0msmsXnpAvKgG7WA%3D%3D
14,[E/E242/2024/2039/Q/1 Temperature Control Valve],Bharat Heavy Electricals Limited||HEEP-Haridwar||Electrical Machines,10-Sep-2025 01:45 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S60CioaCdsvEilmEUejHxAg%3D%3D
15,[ETC WORKS OF 765KV AIS PGCIL RAICHUR EXTN. SUBSTATION],Bharat Heavy Electricals Limited||TBG NOIDA||TBG - Material Management,16-Sep-2025 11:00 AM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SFaXezzRcFOJYt2G9%2FcLI%2Fw%3D%3D
16,[Procurement of COMPLETE ASSEMBLY OF HYDRAULIC TURNING MOTOR],Bharat Heavy Electricals Limited||HEEP-Haridwar||Turbine,20-Sep-2025 11:00 AM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S8MyKnczAuEjQJ2ZlElFa7g%3D%3D
17,"[Supply of 13.5MW SFC System for 65 MW, 11 KV Motor for GSECL Kadana HEP ]",Bharat Heavy Electricals Limited||EDN - Bangalore,12-Sep-2025 04:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SUQoi3KGZE0ze%2BCNLYKUmHQ%3D%3D
18,"[Supply, Installation, Commissioning and Training of Automated Test equipment with PC for mounting bases ]",Bharat Heavy Electricals Limited||EDN - Bangalore||CEMM,12-Sep-2025 01:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SD51HtRw9aXfTAVQ84%2FHa6g%3D%3D
19,[D/ 6580/5/0667D1],Bharat Heavy Electricals Limited||HEEP-Haridwar||Defence,13-Sep-2025 02:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=Sk1qtTvpUkUsa2d7ZUebf8g%3D%3D
20,[WELDING ELECTRODE E307-15],Bharat Heavy Electricals Limited||HEEP-Haridwar||Fabrication,10-Sep-2025 02:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SkExkC%2FZY%2FdOoDsvQUYZHvA%3D%3D
21,[Supply of UPS and Battery to THDCIL VISHNUGAD PIPALKOTI HEP 4X111MW],Bharat Heavy Electricals Limited||EDN - Bangalore,10-Sep-2025 01:30 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SoBAGUaUsxbaL7ymeQaSmOg%3D%3D
22,"[Repairs and maintenance of sewerage Line from ETH area to D14 Quarters at BHEL Township, BAP, Ranipet]",Bharat Heavy Electricals Limited||BAP - Ranipet||Purchase,11-Sep-2025 11:00 AM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S9g8lXi9AAklj7AXUn%2B8cCw%3D%3D
23,[K6D1Y22850- G G Greasing System	],Bharat Heavy Electricals Limited||HPEP - Hyderabad,15-Sep-2025 04:30 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SZRAybTmH1e3kh4sUp5utYQ%3D%3D
24,[STELLITING AND MACHINING],Bharat Heavy Electricals Limited||HERP - Varanasi||Purchase,13-Sep-2025 02:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SUoN%2FHndw0y4OFnmp%2Biyvtg%3D%3D
25,"[NIT for Transportation of 800MW TG Stators by Road from BHEL Haridwar to Raipur, Sipat, Singrauli and Mirzapur Project Sites on Point-To-Point Basis]",Bharat Heavy Electricals Limited||HEEP-Haridwar||CDX,11-Sep-2025 03:45 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SQXwUL%2FKGigqPaqjXpNPpgg%3D%3D
26,[UKME000035 - SBC MODULE FOR BCU],Bharat Heavy Electricals Limited||EDN - Bangalore,10-Sep-2025 01:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S53cUclAa2WqaYvUl81pqEQ%3D%3D
27,[Domestic Open Tender Enq. No. E/E211/2025/1692H1 / PROCUREMENT OF SLOT WEDGE(s)],Bharat Heavy Electricals Limited||HEEP-Haridwar||Electrical Machines,11-Sep-2025 12:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=Sm8OYgnbx4x0Tc4HwGHiqww%3D%3D
28,[E/E243/2025/1615/Q/1 for Temperature Control Valve],Bharat Heavy Electricals Limited||HEEP-Haridwar||Electrical Machines,18-Sep-2025 01:45 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SpD6odN4lJ2AZTTXTZkSAQg%3D%3D
29,[K6A1Y60579-MILL HANDLING SYSTEM],Bharat Heavy Electricals Limited||HPEP - Hyderabad,10-Sep-2025 04:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SJiOWhtNbnGOOR4Kg3kIswg%3D%3D
30,[Machining and Stelliting and Coating of items.],Bharat Heavy Electricals Limited||HEEP-Haridwar||AIX-Turbine,10-Sep-2025 01:45 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SoORSYT%2F8VAOVbkvd%2FR0XOw%3D%3D
31,[TRACK UPPER HOIST],Bharat Heavy Electricals Limited||HEEP-Haridwar||Defence,13-Sep-2025 02:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SRijRW%2FisvH7qytMVFTQHkQ%3D%3D
32,[FF/SC/25077/202501601],Bharat Heavy Electricals Limited||CFFP - Haridwar||SUB CONTRACTING,12-Sep-2025 01:30 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SB2lobuKpH9QV8kVoZJHgCg%3D%3D
33,[ELECTRICAL ENERGY (IN KWH) ],Bharat Heavy Electricals Limited||HEP - Bhopal||MM and CDC||346 - Factory Main Stores,12-Sep-2025 05:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SjTPpatTYtqMB%2BZMCt86qbA%3D%3D
34,[CLOSING UNIT TO DRG. NO. 35211001919-V00 REV.02],Bharat Heavy Electricals Limited||HEP - Bhopal||Switchgear Controlgear Rectifier||357 - Material MGT - Swgr. Contgr. and Rectr.||41 - OLTC,10-Sep-2025 12:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SZAHo42KD%2F35iDOhm0NDOOw%3D%3D
35,[51489/B9AYS00146/GALVANIZATION OF PIPE AND FITTING ],Bharat Heavy Electricals Limited||HPEP - Hyderabad,12-Sep-2025 11:00 AM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SV900OqeiWBm30k4EkOfrBQ%3D%3D
36,[STELLITING AND MACHINING ],Bharat Heavy Electricals Limited||HERP - Varanasi||Purchase,13-Sep-2025 02:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S0a8YbI2mrYBhY1uG5HUO1g%3D%3D
37,[Supply of spares for existing thermal Ovens.],Bharat Heavy Electricals Limited||CORPORATE R and D||MM,10-Sep-2025 12:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SoYSHnHRaLY%2BXJhtPjxbKag%3D%3D
38,[E/E243/2025/1634/Q/1 for Temperature Control Valve],Bharat Heavy Electricals Limited||HEEP-Haridwar||Electrical Machines,20-Sep-2025 01:45 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SoQXDsqwg50FIaKQ%2Fp6%2Bjfg%3D%3D
39,[PROCUREMENT OF CABLE-GLANDS],Bharat Heavy Electricals Limited||HPEP - Hyderabad,12-Sep-2025 11:00 AM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SPUNdjpAO%2FOZqnen6ocXdCQ%3D%3D
40,[	Finalization of Rate Contract for supply of Superior Kerosene Oil (SKO) as per tender requirement.],Bharat Heavy Electricals Limited||FSIP- Jagdishpur||MATERIALS MANAGEMENT||PURCHASE,10-Sep-2025 02:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SomJRJO%2FAPtKBzbl2AuHtTQ%3D%3D
41,[B9AYS00151/HYB9/TC-SC/TRIPPING DEVICE],Bharat Heavy Electricals Limited||HPEP - Hyderabad,10-Sep-2025 11:00 AM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S9rDWezLuNOwRxqj7Rh%2BVvA%3D%3D
42,[Rate Contract (One Year) for RADAR (Non-Contact) TYPE LEVEL TRANSMITTERS],Bharat Heavy Electricals Limited||EDN - Bangalore,16-Sep-2025 04:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SfDm5T%2F4ZRfocDBkBibnqog%3D%3D
43,[Supply of High Tensile Fasteners],Bharat Heavy Electricals Limited||BHEL Trichy||VALVES/PURCHASE,13-Sep-2025 12:30 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SXLwliElPdFz0%2F8MCq4bhAA%3D%3D
44,[K6D1Y90474-PGB BEARINGS],Bharat Heavy Electricals Limited||HPEP - Hyderabad,12-Sep-2025 02:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=Sa5O5HMLBTVuGa6wH7z0%2B0w%3D%3D
45,[LGX/ RC /E- 00502],Bharat Heavy Electricals Limited||HEP - Bhopal||MM and CDC,12-Sep-2025 11:00 AM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S3XDqbKuTjiW%2BI51dIQjOhw%3D%3D
46,[Rate contract for Bare Copper Strips],Bharat Heavy Electricals Limited||HEP - Bhopal,10-Sep-2025 03:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SZTSR96cjLQNahikuaEnDiA%3D%3D
47,[FF/SC/25079/202501721],Bharat Heavy Electricals Limited||CFFP - Haridwar||SUB CONTRACTING,12-Sep-2025 01:30 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SArfEybMPrBy614RjWK0N%2BA%3D%3D
48,[LORRY AS PER TENDER SPECIFICATION],Bharat Heavy Electricals Limited||HPEP - Hyderabad,10-Sep-2025 11:00 AM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=STxXfApyy5Jl08H5F5PEqGg%3D%3D
49,[DA0659446305 Patchcord-cat6A Cat7 1m grey boot yellow],Bharat Heavy Electricals Limited||EDN - Bangalore,10-Sep-2025 01:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SqAevB0AVLC9LmUHlpZMYHw%3D%3D
50,[D6A1Y35339],Bharat Heavy Electricals Limited||HPEP - Hyderabad,12-Sep-2025 11:00 AM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SYwOujUYwWkf1DGDNcLf68Q%3D%3D
51,[MACHINING OF ITEMS WITH BHEL MATERIAL],Bharat Heavy Electricals Limited||HEEP-Haridwar||AIX-EM,12-Sep-2025 01:45 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S6J2MVl%2FhcIZMd7bH6Tj%2FZg%3D%3D
52,[Transportation and Safe delivery of consignments up to 3000 kg by road on Fast Cargo basis for a period of One Year],Bharat Heavy Electricals Limited||BHEL Trichy||WORKS CONTRACTS MGMT,10-Sep-2025 10:30 AM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S4wa2HdDRLF4wjkKqhaVVYw%3D%3D
53,[Rigid Strut Assembly],Bharat Heavy Electricals Limited||BHEL Trichy||OUTSOURCING/BHEL MATL,13-Sep-2025 10:00 AM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SbtDk8MMUxNnGpMofl2RJlQ%3D%3D
54,[E-306-25-0066-62-1	],Bharat Heavy Electricals Limited||HERP - Varanasi||Purchase,12-Sep-2025 02:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S9kZ4xbk8jXrsuzvg%2FNZ%2BDA%3D%3D
55,[E2553021 FABRICATION OF MIV OUTLET PIPE AND MAN HOLE COVER],Bharat Heavy Electricals Limited||HEP - Bhopal||MM and CDC||342 - Ancilliary and Subcontracting,09-Sep-2025 06:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=Srrk0K%2B%2FKhN4U15zt38suvg%3D%3D
56,[E5153150R IM3601 VENTILATOR DE AND NDE IN SETS],Bharat Heavy Electricals Limited||HEP - Bhopal||Transportation||354 - Material MGT-Tract. Machines,11-Sep-2025 02:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SlYn3MqhTq72neHa3eL6Fdg%3D%3D
57,[E1653075],Bharat Heavy Electricals Limited||HEP - Bhopal||Thermal||351 - Material MGT - Thermal,15-Sep-2025 06:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SBc4MGU13BLLdVDfc7EhjuA%3D%3D
58,[Supply EC of 3D RADAR Type Level Transmitter for Coal Bunker Level Transmitter],Bharat Heavy Electricals Limited||EDN - Bangalore,15-Sep-2025 04:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=St6KMnVuZjW%2FaPdfburfm6A%3D%3D
59,[E2553022 FLANGE ASSY (FABRICATED)],Bharat Heavy Electricals Limited||HEP - Bhopal||MM and CDC||342 - Ancilliary and Subcontracting,10-Sep-2025 06:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SIbCALqkX7LChDR8rnU3mjQ%3D%3D
60,[Elevator for 2X800 MW NTPC LARA TPP STAGE II EPC],Bharat Heavy Electricals Limited||PEM - Noida||Core Material Management||Common||BOP,11-Sep-2025 12:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S%2FYl3kmcVtMXi0WLUfuKdfg%3D%3D
61,[TSI SYSTEM SUPPLY AND COMMISSIONING OF RUNGTA SONS],Bharat Heavy Electricals Limited||HPEP - Hyderabad||Steam Turbine,11-Sep-2025 11:00 AM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SfyAu%2F8mfY5NywFhlZLYeGw%3D%3D
62,[E2553023 FABRICATION OF SPIRAL TEST CYLINDER	],Bharat Heavy Electricals Limited||HEP - Bhopal||MM and CDC||342 - Ancilliary and Subcontracting,11-Sep-2025 06:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SfGIO%2FRT%2FZCfWxiUuyKAEOw%3D%3D
63,[MED_CMM_25_26_006],Bharat Heavy Electricals Limited||HPEP - Hyderabad||CMM,12-Sep-2025 11:00 AM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SVxVoawQrLN8svCK%2FLKWiCw%3D%3D
64,[Procurement of Valves and accessories],Bharat Heavy Electricals Limited||HPEP - Hyderabad,10-Sep-2025 11:00 AM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SAspl5KV6c2Rdvj%2FB9w3Xvw%3D%3D
65,[E5253064 BEARING],Bharat Heavy Electricals Limited||HEP - Bhopal||Electric Machines||353 - Material MGT - Elect.Machines,11-Sep-2025 02:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SOEjfkmFzYQ%2BX%2BANfnttusw%3D%3D
66,"[Forging for Nimonic Sealing Ring, U-ring and Packing Ring ]",Bharat Heavy Electricals Limited||HEEP-Haridwar||Turbine,18-Sep-2025 01:45 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SZDQS%2BadzEdF%2BFKiRsNlxZA%3D%3D
67,[E4653094],Bharat Heavy Electricals Limited||HEP - Bhopal||Switchgear Controlgear Rectifier||357 - Material MGT - Swgr. Contgr. and Rectr.,09-Sep-2025 03:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=Sd11o5pMmOuwHUe5rcH55eg%3D%3D
68,[Framework agreement for Assistance required in Logistics],Bharat Heavy Electricals Limited||PEM - Noida,11-Sep-2025 10:00 AM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SfTKzw7Q0Q5Wy8qLYh5QbYg%3D%3D
69,[BHE/PW/SOX/PTRU/ SCAFFOLDING/195],Bharat Heavy Electricals Limited||PSWR,13-Sep-2025 01:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SP%2FG0jZWRm7W1r93vi6Zc6w%3D%3D
70,[ARC-MM014 LSR and Premier LSR],Bharat Heavy Electricals Limited||EPD - Bangalore||MM,11-Sep-2025 02:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=Srdi6ncAENE5GI67sAhV8DA%3D%3D
71,[K6D1Y20374-MOTOR FOR DYNAMIC CLASSIFIER],Bharat Heavy Electricals Limited||HPEP - Hyderabad,10-Sep-2025 11:00 AM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S6q%2B%2BCmeaWUqDCDPkmZ%2BaoQ%3D%3D
72,[E5353038 SPARES FOR UNIVERSAL MILLING HEADS SUPPLIED BY M/S 99MNHANCE INDUSTRIAL SERVICES PVT LTD],Bharat Heavy Electricals Limited||HEP - Bhopal||Transportation||354 - Material MGT-Tract. Machines,09-Sep-2025 03:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S4SHIbWNF8eXvuAw0LYgexQ%3D%3D
73,[Superstructure 1400 HP],Bharat Heavy Electricals Limited||TP-Jhansi||LOCOMOTIVE PRODUCT MGMT||Loco Material Management||96 - Loco DESL Components,12-Sep-2025 01:15 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S%2Bv9H0mIX54J6F3lFFKZw3A%3D%3D
74,[P6A1Y43134-PNEUMATIC HAND TOOLS],Bharat Heavy Electricals Limited||HPEP - Hyderabad,11-Sep-2025 11:00 AM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S1MhnaoNXpGkVPlgiSMCyWw%3D%3D
75,[AMC of 30 MT and 60 MT Electronics  Weigh Bridge],Bharat Heavy Electricals Limited||HEP - Bhopal||MOD||589 - Modernisation Schemes,15-Sep-2025 03:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SHIW9kgqDbhPB4uR7kXucFA%3D%3D
76,[E3353035 GEAR BOX (ITEM CODE-5800214) and MOTOR FLANGE (ITEM CODE-6559507)],Bharat Heavy Electricals Limited||HEP - Bhopal||Feeders||358 - Material MGT - Divsfn. FDRS and SERVS,09-Sep-2025 03:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SHZ9%2BHdgsFp%2F5Xa8Hm4um%2FQ%3D%3D
77,[PIPE],Bharat Heavy Electricals Limited||HPEP - Hyderabad||Gas Turbine||Common Section,11-Sep-2025 06:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=Se8%2Fu2PRSpruCg3pQFh7PWA%3D%3D
78,[Complete Machining including color matching of IP Outer Casing],Bharat Heavy Electricals Limited||HEEP-Haridwar||AIX-Turbine,15-Sep-2025 01:45 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SB2mYlhef6JzbofQ4dArUbw%3D%3D
79,[Rate contract for purchase of Enameled and Polyester film backed mica paper taped covered rectangular copper wire],Bharat Heavy Electricals Limited||HEP - Bhopal||MM and CDC||340 - COMMON MATERIAL MANAGEMENT||70 - Finished  Copper,09-Sep-2025 03:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S98FU%2BgLK%2BSA3f3KgXm7j%2FA%3D%3D
80,[Supply of seamless tubes to specification UNSN07740],Bharat Heavy Electricals Limited||BHEL Trichy||MM/RM,26-Sep-2025 12:00 PM,https://eprocurebhel.co.in/nicgep/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S3IEUrzFrRgflA2VeAl9x1g%3D%3D
