Serial Number,Title,Organisation,Closing Date,Link
50,[Construction of Guest House and Transit / Hostel Accommodation at Kolhapur Airport.],Airports Authority of India||Western Region - AAI||RAJKOT - AAI||ENGG CIVIL-VARK - AAI,15-Sep-2025 06:00 PM,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S1B8kHkOmBT4lNkI%2BVdwXNw%3D%3D
51,"[Provision of FDA - Beam Detector, for New Integrated Cargo Terminal Building at Imphal International Airport.]",Airports Authority of India||North East Region - AAI||IMPHAL - AAI,16-Sep-2025 05:30 PM,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S0cYsPPDkdRs5L06bD%2BB9oA%3D%3D
52,[Construction of New Sub Station at Salem Airport SH Civil Works],Airports Authority of India||Southern Region - AAI||SALEM - AAI||ENGG CIVIL-VOSM - AAI,22-Sep-2025 11:00 AM,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S%2FCHh0K9dQNONT4Dz%2BLD71Q%3D%3D
53,[LICENSE FOR DUTY PAID LIQUOR SHOP IN ARRIVAL HALL  IN NEW TERMINAL BUILDING],Airports Authority of India||Northern Region - AAI||DEHRADUN - AAI||COMMERCIAL-DEHRADUN - AAI,11-Sep-2025 03:00 PM,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SFWXYadAxQj0R5hw47sYlFQ%3D%3D
54,[Constructions of Quarter Guard and Q.R.T. Barrack at Gwalior airport.],Airports Authority of India||Northern Region - AAI||GWALIOR - AAI||GENERAL-VIGR - AAI,25-Sep-2025 06:00 PM,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=Sq1hrXd0StlK18hl3vLh9qQ%3D%3D
55,[Annual Maintenance Contract (Civil) 2025-26 for Operational area at C. A Porbandar],Airports Authority of India||Western Region - AAI||RHQ-WR - AAI||ENGG CIVIL-WR - AAI,13-Sep-2025 06:00 PM,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SD9UxlFFJpZ%2B92SHkPH5lMw%3D%3D
56,[Trans installation of localizer and glide path at Madurai Airport. SH Electrical Works.],Airports Authority of India||Southern Region - AAI||RHQ-SR - AAI||ENGG ELECT-SR - AAI,12-Sep-2025 06:00 PM,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SitiMyRKLJdK7Y8eotQNveQ%3D%3D
57,[Providing and Installation of Pre Fabricated Pseudo PUF Toilet Block along with providing and sinking of required bore wells at NSCBI Airport Kolkata SH Electrical Works],Airports Authority of India||Eastern Region - AAI||KOLKATA AIRPORT - AAI||ENGG ELECT-VECC - AAI,17-Sep-2025 03:30 PM,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SqDkEbWePrXEsq93cJBjSFA%3D%3D
58,[E-TENDER FOR BAGGAGE WRAPPING SERVICES ],Airports Authority of India||Southern Region - AAI||COIMBATORE - AAI||COMMERCIAL-VOCB - AAI,11-Sep-2025 02:00 PM,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SCeI%2BJ0ZloCBmvf3hwMtf0w%3D%3D
59,"[Replacement of Cooling Towers (02 Nos.) at Devi Ahilya Bai Holkar Airport, Indore]",Airports Authority of India||Western Region - AAI||INDORE - AAI||ENGG ELECT-VAID - AAI,18-Sep-2025 03:00 PM,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=Sg23lWm8qpe24gsfEOBfajA%3D%3D
60,[E-TENDER FOR INTER-STATE A/C COACH SERVICES / CITY COACH SERVICE],Airports Authority of India||Southern Region - AAI||COIMBATORE - AAI||COMMERCIAL-VOCB - AAI,11-Sep-2025 02:00 PM,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SoJXt%2Bp3B3eYWqF38ohblOA%3D%3D
61,"[Development of Integrated Aviation Hub at Hisar, Haryana (PhII).  SH Construction of Boundary Wall and Perimeter Road to Segregate the Range and Welfare Centre Building from Operation Area and other Associated Civil and Elect. Works at Hisar Airport.]",Airports Authority of India||Northern Region - AAI||RHQ-NR - AAI||ENGG CIVIL-NR - AAI,24-Sep-2025 06:00 PM,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SdhUqWM4L6mKaK%2FIPdLXZtw%3D%3D
62,[A/R  M/O Civil works during 2025-26. SH Day to Day maintenance and minor repair works of CNS units in Operational area at Chennai Airport.],Airports Authority of India||North East Region - AAI||RHQ-NER - AAI||IT-NER - AAI,12-Sep-2025 06:00 PM,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=S1yTqTuYKSRvGLgEu4v97mg%3D%3D
63,"[License for Operating General Car Rental Services (Counter No.28) at Arrival Side of NITB, Goa International Airport, Dabolim.]",Airports Authority of India||Western Region - AAI||GOA - AAI||COMMERCIAL-VAGO - AAI,09-Sep-2025 03:00 PM,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SeBW7n0Iy6gnUBVVMA7mRSw%3D%3D
64,[Replacement of CCRs and allied works at Salem Airport],Airports Authority of India||Southern Region - AAI||TRICHY - AAI||ENGG ELECT-VOTR - AAI,09-Sep-2025 06:00 PM,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndLatestActiveTenders&service=direct&session=T&sp=SQab3%2BGunaTmZHAsGp4iwYw%3D%3D
